http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,Access To Services,Education Skills And Training,Employment,Health,Housing,Income,SIMD
http://statistics.gov.scot/id/statistical-geography/S01000932,S01000932,2562,4409,2266,1756,3599,1955,2387
http://statistics.gov.scot/id/statistical-geography/S01000933,S01000933,6200,4742,2410,2504,4781,2904,3392
http://statistics.gov.scot/id/statistical-geography/S01000934,S01000934,6340,1952,746,735,1605,1052,1028
http://statistics.gov.scot/id/statistical-geography/S01000935,S01000935,4554,3553,2799,2286,3911,2408,2994
http://statistics.gov.scot/id/statistical-geography/S01000936,S01000936,3677,3325,3327,3674,4221,3151,3680
http://statistics.gov.scot/id/statistical-geography/S01000937,S01000937,5851,3759,1188,1182,3312,1472,1694
http://statistics.gov.scot/id/statistical-geography/S01000938,S01000938,4753,1950,2644,2294,3080,2231,2547
http://statistics.gov.scot/id/statistical-geography/S01000939,S01000939,5715,4188,3029,2563,3953,2735,3468
http://statistics.gov.scot/id/statistical-geography/S01000940,S01000940,5604,5290,4203,2473,5134,4123,4639
http://statistics.gov.scot/id/statistical-geography/S01000941,S01000941,4733,2499,2139,1510,3445,2262,2321
http://statistics.gov.scot/id/statistical-geography/S01000942,S01000942,590,4377,3406,2516,4559,3210,3027
http://statistics.gov.scot/id/statistical-geography/S01000943,S01000943,3272,5162,5311,4809,6391,6299,6044
http://statistics.gov.scot/id/statistical-geography/S01000944,S01000944,5914,3923,3026,3303,5487,3228,3870
http://statistics.gov.scot/id/statistical-geography/S01000945,S01000945,5609,4544,3740,4353,5035,4076,4732
http://statistics.gov.scot/id/statistical-geography/S01000946,S01000946,4788,3466,2946,3183,4488,3189,3603
http://statistics.gov.scot/id/statistical-geography/S01000947,S01000947,845,3925,2408,2487,4478,2647,2538
http://statistics.gov.scot/id/statistical-geography/S01000948,S01000948,218,3584,3533,3628,2936,4106,3064
http://statistics.gov.scot/id/statistical-geography/S01000949,S01000949,2301,5185,4896,4528,5739,5477,5359
http://statistics.gov.scot/id/statistical-geography/S01000950,S01000950,751,3716,3383,2632,4184,3958,3255
http://statistics.gov.scot/id/statistical-geography/S01000951,S01000951,4851,2503,2939,2795,2691,2250,2848
http://statistics.gov.scot/id/statistical-geography/S01000952,S01000952,3620,4555,2482,2837,5314,2639,3183
http://statistics.gov.scot/id/statistical-geography/S01000953,S01000953,2044,5473,4695,5513,5956,5952,5605
http://statistics.gov.scot/id/statistical-geography/S01000954,S01000954,606,3365,3310,3576,4223,3892,3260
http://statistics.gov.scot/id/statistical-geography/S01000955,S01000955,2077,3082,4825,4952,5690,4056,4492
http://statistics.gov.scot/id/statistical-geography/S01000956,S01000956,3001,1357,2427,2541,3564,2114,2216
http://statistics.gov.scot/id/statistical-geography/S01000957,S01000957,165,4907,3703,3069,1575,3326,2789
http://statistics.gov.scot/id/statistical-geography/S01000958,S01000958,3016,1559,3658,3333,4280,3564,3373
http://statistics.gov.scot/id/statistical-geography/S01000959,S01000959,3540,2908,4935,3740,5775,4665,4737
http://statistics.gov.scot/id/statistical-geography/S01000960,S01000960,2653,4749,2963,2111,3796,2697,3092
http://statistics.gov.scot/id/statistical-geography/S01000961,S01000961,4996,4941,3751,4436,5635,4103,4806
http://statistics.gov.scot/id/statistical-geography/S01000962,S01000962,5999,3528,3854,2480,4708,3783,4114
http://statistics.gov.scot/id/statistical-geography/S01000963,S01000963,2806,1404,1685,6042,4675,1903,2212
http://statistics.gov.scot/id/statistical-geography/S01000964,S01000964,530,5551,4795,4753,5115,3860,4190
http://statistics.gov.scot/id/statistical-geography/S01000965,S01000965,4224,269,1508,1731,3585,918,1064
http://statistics.gov.scot/id/statistical-geography/S01000966,S01000966,4477,623,2625,2580,4484,2250,2182
http://statistics.gov.scot/id/statistical-geography/S01000967,S01000967,5796,2077,2498,1425,4293,1833,2263
http://statistics.gov.scot/id/statistical-geography/S01000968,S01000968,385,4736,3186,4976,2474,3217,3122
http://statistics.gov.scot/id/statistical-geography/S01000969,S01000969,5794,2938,2782,1693,3971,2856,3001
http://statistics.gov.scot/id/statistical-geography/S01000970,S01000970,5351,1541,1741,5937,4138,2309,2601
http://statistics.gov.scot/id/statistical-geography/S01000971,S01000971,2646,1684,2371,2958,4182,1276,1949
http://statistics.gov.scot/id/statistical-geography/S01000972,S01000972,3647,3372,5356,6484,5991,5536,5755
http://statistics.gov.scot/id/statistical-geography/S01000973,S01000973,4993,1894,3296,3436,4937,3861,3697
http://statistics.gov.scot/id/statistical-geography/S01000974,S01000974,3029,3714,4579,4315,6087,5259,5041
http://statistics.gov.scot/id/statistical-geography/S01000975,S01000975,62,5199,4914,4524,5161,3946,3605
http://statistics.gov.scot/id/statistical-geography/S01000976,S01000976,546,4062,3587,3198,4065,3864,3358
http://statistics.gov.scot/id/statistical-geography/S01000977,S01000977,1441,2996,3792,6424,4563,4295,4174
http://statistics.gov.scot/id/statistical-geography/S01000978,S01000978,641,1427,4824,4452,2423,3616,3160
http://statistics.gov.scot/id/statistical-geography/S01000979,S01000979,350,5320,3825,3727,2835,4017,3506
http://statistics.gov.scot/id/statistical-geography/S01000980,S01000980,143,3405,2347,2661,3261,2833,2115
http://statistics.gov.scot/id/statistical-geography/S01000981,S01000981,551,2466,5709,6268,5534,5325,4589
http://statistics.gov.scot/id/statistical-geography/S01000982,S01000982,362,3961,4728,3795,5717,4761,3977
http://statistics.gov.scot/id/statistical-geography/S01000983,S01000983,317,3635,3486,3513,2274,2784,2688
http://statistics.gov.scot/id/statistical-geography/S01000984,S01000984,238,5242,3737,3498,4561,3445,3225
http://statistics.gov.scot/id/statistical-geography/S01000985,S01000985,1818,1966,2755,2185,2641,1632,2039
http://statistics.gov.scot/id/statistical-geography/S01000986,S01000986,793,1874,5476,4948,2658,2995,3403
http://statistics.gov.scot/id/statistical-geography/S01000987,S01000987,278,3646,3852,3921,2783,4484,3383
http://statistics.gov.scot/id/statistical-geography/S01000988,S01000988,164,4386,5497,4435,4924,5113,4154
http://statistics.gov.scot/id/statistical-geography/S01000989,S01000989,431,3807,5260,3835,5175,5627,4384
http://statistics.gov.scot/id/statistical-geography/S01000990,S01000990,724,3587,1862,3031,1852,4122,2581
http://statistics.gov.scot/id/statistical-geography/S01000991,S01000991,452,2852,3796,4376,3285,4594,3504
http://statistics.gov.scot/id/statistical-geography/S01000992,S01000992,2811,3242,2324,2132,3908,3469,2943
http://statistics.gov.scot/id/statistical-geography/S01000993,S01000993,762,4280,3800,3233,5692,4503,3832
http://statistics.gov.scot/id/statistical-geography/S01000994,S01000994,3061,1821,3770,3443,3519,1922,2781
http://statistics.gov.scot/id/statistical-geography/S01000995,S01000995,1006,4846,5337,5729,5703,5879,5336
http://statistics.gov.scot/id/statistical-geography/S01000996,S01000996,5144,5886,3597,3729,5000,3943,4666
http://statistics.gov.scot/id/statistical-geography/S01000997,S01000997,1243,4900,4357,5124,6019,5828,5039
http://statistics.gov.scot/id/statistical-geography/S01000998,S01000998,3639,1455,2216,1587,1855,1695,1805
http://statistics.gov.scot/id/statistical-geography/S01000999,S01000999,1579,5269,5895,5016,4350,6378,5788
http://statistics.gov.scot/id/statistical-geography/S01001000,S01001000,4594,4109,3057,2533,2061,3286,3466
http://statistics.gov.scot/id/statistical-geography/S01001001,S01001001,185,4368,4314,3690,3854,3508,3239
http://statistics.gov.scot/id/statistical-geography/S01001002,S01001002,1627,4737,5503,5158,3679,5239,5210
http://statistics.gov.scot/id/statistical-geography/S01001003,S01001003,773,5452,5705,6029,5785,5849,5454
http://statistics.gov.scot/id/statistical-geography/S01001004,S01001004,5305,5949,4677,5057,6126,6309,6199
http://statistics.gov.scot/id/statistical-geography/S01001005,S01001005,4546,5965,5210,5461,5518,4881,5931
http://statistics.gov.scot/id/statistical-geography/S01001006,S01001006,2069,3990,5737,4927,5367,6080,5606
http://statistics.gov.scot/id/statistical-geography/S01001007,S01001007,3161,1813,2535,1945,2156,2123,2203
http://statistics.gov.scot/id/statistical-geography/S01001008,S01001008,5284,4514,3711,3566,3565,3385,4186
http://statistics.gov.scot/id/statistical-geography/S01001009,S01001009,1210,4507,5182,4916,3528,5637,5002
http://statistics.gov.scot/id/statistical-geography/S01001010,S01001010,6238,2849,1358,726,3234,2064,1765
http://statistics.gov.scot/id/statistical-geography/S01001011,S01001011,95,3113,4541,5883,1991,4284,3340
http://statistics.gov.scot/id/statistical-geography/S01001012,S01001012,2040,4282,4477,4167,5680,5938,5075
http://statistics.gov.scot/id/statistical-geography/S01001013,S01001013,5888,3616,3009,3128,4347,3199,3712
http://statistics.gov.scot/id/statistical-geography/S01001014,S01001014,6495,2864,333,567,895,926,735
http://statistics.gov.scot/id/statistical-geography/S01001015,S01001015,5767,3522,2725,1842,2862,1915,2646
http://statistics.gov.scot/id/statistical-geography/S01001016,S01001016,440,3419,3109,2552,3178,2844,2563
http://statistics.gov.scot/id/statistical-geography/S01001017,S01001017,3479,2025,2255,1411,2272,1567,1853
http://statistics.gov.scot/id/statistical-geography/S01001018,S01001018,5386,2804,2196,921,2800,2297,2205
http://statistics.gov.scot/id/statistical-geography/S01001019,S01001019,5121,613,488,394,893,394,444
http://statistics.gov.scot/id/statistical-geography/S01001020,S01001020,4877,1520,1994,1550,2509,2040,1974
http://statistics.gov.scot/id/statistical-geography/S01001021,S01001021,4880,4872,2960,2460,4729,3304,3713
http://statistics.gov.scot/id/statistical-geography/S01001022,S01001022,5751,4308,1625,1265,3127,2011,2181
http://statistics.gov.scot/id/statistical-geography/S01001023,S01001023,374,3908,4241,5062,3121,4569,3831
http://statistics.gov.scot/id/statistical-geography/S01001024,S01001024,1018,2626,3383,4168,3845,2004,2669
http://statistics.gov.scot/id/statistical-geography/S01001025,S01001025,1509,4509,4139,5546,4867,4025,4428
http://statistics.gov.scot/id/statistical-geography/S01001026,S01001026,660,3453,5204,5196,4800,4499,4342
http://statistics.gov.scot/id/statistical-geography/S01001027,S01001027,2556,3749,3116,2522,5576,4204,3720
http://statistics.gov.scot/id/statistical-geography/S01001028,S01001028,4553,941,1946,2065,2786,1326,1635
http://statistics.gov.scot/id/statistical-geography/S01001029,S01001029,2381,619,1456,569,1781,616,751
http://statistics.gov.scot/id/statistical-geography/S01001030,S01001030,977,5673,5101,4282,6388,6046,5225
http://statistics.gov.scot/id/statistical-geography/S01001031,S01001031,856,731,3048,2603,2521,2657,2024
http://statistics.gov.scot/id/statistical-geography/S01001032,S01001032,4386,539,856,1253,1322,856,826
http://statistics.gov.scot/id/statistical-geography/S01001033,S01001033,3891,461,1553,1390,1478,546,874
http://statistics.gov.scot/id/statistical-geography/S01001034,S01001034,4378,473,860,432,1401,318,502
http://statistics.gov.scot/id/statistical-geography/S01001035,S01001035,2303,1009,2594,2027,1064,1724,1736
http://statistics.gov.scot/id/statistical-geography/S01001036,S01001036,3238,2519,1292,1623,1812,1480,1569
http://statistics.gov.scot/id/statistical-geography/S01001037,S01001037,5448,699,991,603,1533,1262,975
http://statistics.gov.scot/id/statistical-geography/S01001038,S01001038,680,2939,5417,5815,5875,5565,4736
http://statistics.gov.scot/id/statistical-geography/S01001039,S01001039,91,5046,3547,3660,4492,4150,3151
http://statistics.gov.scot/id/statistical-geography/S01001040,S01001040,471,3289,3760,3756,3139,4068,3344
http://statistics.gov.scot/id/statistical-geography/S01001041,S01001041,584,5682,4513,4831,5975,5643,4769
http://statistics.gov.scot/id/statistical-geography/S01001042,S01001042,569,3401,5561,5179,5794,6118,4884
http://statistics.gov.scot/id/statistical-geography/S01001043,S01001043,679,2834,5586,5009,3936,5853,4627
http://statistics.gov.scot/id/statistical-geography/S01001044,S01001044,675,3631,3538,5225,3303,3705,3534
http://statistics.gov.scot/id/statistical-geography/S01001045,S01001045,970,2520,4717,4247,4288,6012,4387
http://statistics.gov.scot/id/statistical-geography/S01001046,S01001046,1762,2972,3547,2234,3569,3303,3143
http://statistics.gov.scot/id/statistical-geography/S01001047,S01001047,2171,4874,4343,5405,5734,5088,5112
http://statistics.gov.scot/id/statistical-geography/S01001048,S01001048,1055,3996,4410,4998,5959,5445,4705
http://statistics.gov.scot/id/statistical-geography/S01001049,S01001049,4563,916,2610,2753,3308,2032,2222
http://statistics.gov.scot/id/statistical-geography/S01001050,S01001050,798,3526,4310,6394,4020,4533,4275
http://statistics.gov.scot/id/statistical-geography/S01001051,S01001051,2619,1010,3251,2419,3868,2591,2478
http://statistics.gov.scot/id/statistical-geography/S01001052,S01001052,1424,1215,3293,1988,2386,2337,2165
http://statistics.gov.scot/id/statistical-geography/S01001053,S01001053,1794,4494,4329,3859,3995,4477,4415
http://statistics.gov.scot/id/statistical-geography/S01001054,S01001054,736,1868,3233,4392,3637,4201,3140
http://statistics.gov.scot/id/statistical-geography/S01001055,S01001055,4523,3904,3543,3126,5009,3523,4006
http://statistics.gov.scot/id/statistical-geography/S01001056,S01001056,4501,2171,3917,3679,3037,2925,3545
http://statistics.gov.scot/id/statistical-geography/S01001057,S01001057,469,2809,4661,3449,4149,3686,3394
http://statistics.gov.scot/id/statistical-geography/S01001058,S01001058,5805,2891,2813,1335,3256,3091,2927
http://statistics.gov.scot/id/statistical-geography/S01001059,S01001059,1547,2155,3640,3148,4736,1309,2307
http://statistics.gov.scot/id/statistical-geography/S01001060,S01001060,4786,2274,4308,4373,4119,3581,4146
http://statistics.gov.scot/id/statistical-geography/S01001061,S01001061,1320,2089,4097,6303,4657,3252,3663
http://statistics.gov.scot/id/statistical-geography/S01001062,S01001062,216,4040,4965,5341,2695,5102,4022
http://statistics.gov.scot/id/statistical-geography/S01001063,S01001063,1091,5092,4769,4390,5501,4842,4718
http://statistics.gov.scot/id/statistical-geography/S01001064,S01001064,6257,5377,5289,5753,4877,4486,5901
http://statistics.gov.scot/id/statistical-geography/S01001065,S01001065,5988,2856,4899,6249,2818,3754,4830
http://statistics.gov.scot/id/statistical-geography/S01001066,S01001066,225,5293,3845,3247,4782,4269,3482
http://statistics.gov.scot/id/statistical-geography/S01001067,S01001067,25,3416,3811,4885,3666,3586,2828
http://statistics.gov.scot/id/statistical-geography/S01001068,S01001068,47,5296,3260,4360,3458,3961,2991
http://statistics.gov.scot/id/statistical-geography/S01001069,S01001069,412,4166,4404,3829,4346,3794,3627
http://statistics.gov.scot/id/statistical-geography/S01001070,S01001070,323,4169,4496,3920,4990,3682,3587
http://statistics.gov.scot/id/statistical-geography/S01001071,S01001071,78,3622,4522,3887,3730,4049,3199
http://statistics.gov.scot/id/statistical-geography/S01001072,S01001072,161,3636,3658,4942,1696,3177,2827
http://statistics.gov.scot/id/statistical-geography/S01001073,S01001073,538,3733,4126,4881,3883,3246,3497
http://statistics.gov.scot/id/statistical-geography/S01001074,S01001074,132,4711,4477,5841,5037,4544,3900
http://statistics.gov.scot/id/statistical-geography/S01001075,S01001075,4637,3263,3305,3098,2973,2868,3449
http://statistics.gov.scot/id/statistical-geography/S01001076,S01001076,420,4617,4054,5700,4268,3144,3599
http://statistics.gov.scot/id/statistical-geography/S01001077,S01001077,1369,5799,4649,5005,4277,4033,4637
http://statistics.gov.scot/id/statistical-geography/S01001078,S01001078,428,3277,3238,3673,3754,3015,2830
http://statistics.gov.scot/id/statistical-geography/S01001079,S01001079,300,5577,5274,4995,2968,5601,4565
http://statistics.gov.scot/id/statistical-geography/S01001080,S01001080,2141,3271,4477,3541,5347,5131,4537
http://statistics.gov.scot/id/statistical-geography/S01001081,S01001081,33,5596,2805,4267,3129,2474,2354
http://statistics.gov.scot/id/statistical-geography/S01001082,S01001082,6256,5151,4251,3302,4040,4182,4857
http://statistics.gov.scot/id/statistical-geography/S01001083,S01001083,1150,3296,2801,3390,4262,2466,2741
http://statistics.gov.scot/id/statistical-geography/S01001084,S01001084,717,5292,5315,3898,5512,5069,4712
http://statistics.gov.scot/id/statistical-geography/S01001085,S01001085,3224,1601,2448,4603,3919,1760,2420
http://statistics.gov.scot/id/statistical-geography/S01001086,S01001086,3048,1162,879,3009,2769,917,1154
http://statistics.gov.scot/id/statistical-geography/S01001087,S01001087,2209,1532,790,1125,3001,1331,1094
http://statistics.gov.scot/id/statistical-geography/S01001088,S01001088,1530,1688,835,2050,3175,1158,1148
http://statistics.gov.scot/id/statistical-geography/S01001089,S01001089,512,2993,2423,3178,3838,2796,2440
http://statistics.gov.scot/id/statistical-geography/S01001090,S01001090,5898,5697,5702,3918,1380,5126,5558
http://statistics.gov.scot/id/statistical-geography/S01001091,S01001091,5698,2771,5244,1843,610,3042,3447
http://statistics.gov.scot/id/statistical-geography/S01001092,S01001092,5380,3790,4422,2793,236,3427,3633
http://statistics.gov.scot/id/statistical-geography/S01001093,S01001093,5935,3075,3611,4060,476,3159,3531
http://statistics.gov.scot/id/statistical-geography/S01001094,S01001094,835,5840,5623,4087,5184,5507,5093
http://statistics.gov.scot/id/statistical-geography/S01001095,S01001095,6195,1750,5365,2194,165,4522,3617
http://statistics.gov.scot/id/statistical-geography/S01001096,S01001096,6424,3445,4765,2482,386,3472,3767
http://statistics.gov.scot/id/statistical-geography/S01001097,S01001097,5468,5511,4373,3146,4542,5076,5181
http://statistics.gov.scot/id/statistical-geography/S01001098,S01001098,1923,5124,6351,5170,5283,6338,6077
http://statistics.gov.scot/id/statistical-geography/S01001099,S01001099,5860,2230,1922,1190,56,1670,1582
http://statistics.gov.scot/id/statistical-geography/S01001100,S01001100,5537,3223,2640,1929,701,2483,2608
http://statistics.gov.scot/id/statistical-geography/S01001101,S01001101,5740,1733,2488,379,100,2668,1657
http://statistics.gov.scot/id/statistical-geography/S01001102,S01001102,6172,671,3505,2266,274,3161,2395
http://statistics.gov.scot/id/statistical-geography/S01001103,S01001103,648,4732,6301,5108,1604,6307,5070
http://statistics.gov.scot/id/statistical-geography/S01001104,S01001104,5159,1737,1724,1284,124,637,1072
http://statistics.gov.scot/id/statistical-geography/S01001105,S01001105,1010,6187,5294,4771,6254,6121,5469
http://statistics.gov.scot/id/statistical-geography/S01001106,S01001106,939,5383,4354,4307,6194,5446,4744
http://statistics.gov.scot/id/statistical-geography/S01001107,S01001107,5467,2921,2534,1851,1024,2289,2484
http://statistics.gov.scot/id/statistical-geography/S01001108,S01001108,4952,1792,1648,1524,277,1656,1567
http://statistics.gov.scot/id/statistical-geography/S01001109,S01001109,5187,1980,1207,480,219,1006,986
http://statistics.gov.scot/id/statistical-geography/S01001110,S01001110,5686,1823,1917,1936,171,1028,1456
http://statistics.gov.scot/id/statistical-geography/S01001111,S01001111,5702,1437,1668,914,164,1214,1232
http://statistics.gov.scot/id/statistical-geography/S01001112,S01001112,6157,4551,4135,2481,1227,3079,3812
http://statistics.gov.scot/id/statistical-geography/S01001113,S01001113,5788,806,2138,805,290,1614,1373
http://statistics.gov.scot/id/statistical-geography/S01001114,S01001114,4406,743,339,418,474,359,369
http://statistics.gov.scot/id/statistical-geography/S01001115,S01001115,4434,1888,1585,1109,677,1364,1430
http://statistics.gov.scot/id/statistical-geography/S01001116,S01001116,2337,1620,1401,1274,1309,1637,1417
http://statistics.gov.scot/id/statistical-geography/S01001117,S01001117,6046,1781,591,835,411,1089,884
http://statistics.gov.scot/id/statistical-geography/S01001118,S01001118,4115,4226,1688,2205,2720,2827,2621
http://statistics.gov.scot/id/statistical-geography/S01001119,S01001119,6457,4292,2544,1295,891,1899,2369
http://statistics.gov.scot/id/statistical-geography/S01001120,S01001120,3496,4945,4051,2471,3047,3713,4041
http://statistics.gov.scot/id/statistical-geography/S01001121,S01001121,5221,1895,755,1505,228,974,993
http://statistics.gov.scot/id/statistical-geography/S01001122,S01001122,6354,3081,2360,1189,597,1505,1921
http://statistics.gov.scot/id/statistical-geography/S01001123,S01001123,3280,5667,3946,2351,3933,4230,4291
http://statistics.gov.scot/id/statistical-geography/S01001124,S01001124,3791,2920,2282,1438,4420,2992,2649
http://statistics.gov.scot/id/statistical-geography/S01001125,S01001125,3222,1898,1299,897,1304,1554,1358
http://statistics.gov.scot/id/statistical-geography/S01001126,S01001126,3024,5275,5726,3987,5105,5700,5734
http://statistics.gov.scot/id/statistical-geography/S01001127,S01001127,5782,4038,2653,2218,2293,2401,2962
http://statistics.gov.scot/id/statistical-geography/S01001128,S01001128,1134,5435,5253,5357,5844,6393,5576
http://statistics.gov.scot/id/statistical-geography/S01001129,S01001129,2088,1527,1489,986,1573,1742,1405
http://statistics.gov.scot/id/statistical-geography/S01001130,S01001130,2256,1572,1912,2023,773,2990,2009
http://statistics.gov.scot/id/statistical-geography/S01001131,S01001131,5868,1622,428,342,814,403,505
http://statistics.gov.scot/id/statistical-geography/S01001132,S01001132,5939,4541,3423,1897,1552,3546,3632
http://statistics.gov.scot/id/statistical-geography/S01001133,S01001133,3993,3843,2005,2706,1289,2502,2586
http://statistics.gov.scot/id/statistical-geography/S01001134,S01001134,6082,5646,5699,4694,4884,5352,6169
http://statistics.gov.scot/id/statistical-geography/S01001135,S01001135,4706,2166,882,685,1134,576,838
http://statistics.gov.scot/id/statistical-geography/S01001136,S01001136,6442,885,392,619,205,426,462
http://statistics.gov.scot/id/statistical-geography/S01001137,S01001137,6408,511,469,626,374,412,450
http://statistics.gov.scot/id/statistical-geography/S01001138,S01001138,6448,1680,937,503,248,642,755
http://statistics.gov.scot/id/statistical-geography/S01001139,S01001139,1936,4119,2258,1320,1797,2217,2171
http://statistics.gov.scot/id/statistical-geography/S01001140,S01001140,5384,2191,871,1027,890,879,1046
http://statistics.gov.scot/id/statistical-geography/S01001141,S01001141,6230,799,197,343,435,148,231
http://statistics.gov.scot/id/statistical-geography/S01001142,S01001142,5789,5481,4504,3597,5603,4521,5229
http://statistics.gov.scot/id/statistical-geography/S01001143,S01001143,1528,5575,4324,4109,6172,5044,4842
http://statistics.gov.scot/id/statistical-geography/S01001144,S01001144,2239,1436,2166,1637,1427,1565,1648
http://statistics.gov.scot/id/statistical-geography/S01001145,S01001145,3129,3257,1391,1823,3738,2370,2095
http://statistics.gov.scot/id/statistical-geography/S01001146,S01001146,2909,4803,4346,4649,5448,5325,5180
http://statistics.gov.scot/id/statistical-geography/S01001147,S01001147,6468,901,1620,1058,33,1221,1124
http://statistics.gov.scot/id/statistical-geography/S01001148,S01001148,3417,5424,5506,4200,5943,4554,5433
http://statistics.gov.scot/id/statistical-geography/S01001149,S01001149,5642,1445,1640,1095,649,1019,1277
http://statistics.gov.scot/id/statistical-geography/S01001150,S01001150,3688,1433,430,523,810,663,585
http://statistics.gov.scot/id/statistical-geography/S01001151,S01001151,6492,606,570,336,999,401,479
http://statistics.gov.scot/id/statistical-geography/S01001152,S01001152,5985,1228,1377,1386,1344,1458,1453
http://statistics.gov.scot/id/statistical-geography/S01001153,S01001153,3668,3211,2603,3163,3515,4221,3591
http://statistics.gov.scot/id/statistical-geography/S01001154,S01001154,2814,5768,6111,5154,6213,6254,6274
http://statistics.gov.scot/id/statistical-geography/S01001155,S01001155,5086,5944,5569,4905,6200,5398,6187
http://statistics.gov.scot/id/statistical-geography/S01001156,S01001156,6502,1887,821,910,167,806,881
http://statistics.gov.scot/id/statistical-geography/S01001157,S01001157,2850,5602,5623,5320,6352,6366,6208
http://statistics.gov.scot/id/statistical-geography/S01001158,S01001158,5411,3436,3691,1871,2177,2681,3233
http://statistics.gov.scot/id/statistical-geography/S01001159,S01001159,3884,6165,4603,3056,5626,4540,5042
http://statistics.gov.scot/id/statistical-geography/S01001160,S01001160,3657,3155,3318,1408,2096,1395,2208
http://statistics.gov.scot/id/statistical-geography/S01001161,S01001161,2817,4106,4340,2518,3264,4478,4207
http://statistics.gov.scot/id/statistical-geography/S01001162,S01001162,2813,5265,4846,3812,5862,5356,5286
http://statistics.gov.scot/id/statistical-geography/S01001163,S01001163,6242,1795,805,758,413,408,679
http://statistics.gov.scot/id/statistical-geography/S01001164,S01001164,3842,1731,520,1168,1139,1675,1054
http://statistics.gov.scot/id/statistical-geography/S01001165,S01001165,5648,789,746,351,551,644,606
http://statistics.gov.scot/id/statistical-geography/S01001166,S01001166,6193,722,28,264,635,393,202
http://statistics.gov.scot/id/statistical-geography/S01001167,S01001167,1352,6035,5514,4423,6116,5274,5346
http://statistics.gov.scot/id/statistical-geography/S01001168,S01001168,6480,2621,1834,1240,258,1855,1767
http://statistics.gov.scot/id/statistical-geography/S01001169,S01001169,5731,1040,704,204,544,551,549
http://statistics.gov.scot/id/statistical-geography/S01001170,S01001170,3633,1168,376,412,38,686,465
http://statistics.gov.scot/id/statistical-geography/S01001171,S01001171,5725,2682,2537,2163,1740,2832,2819
http://statistics.gov.scot/id/statistical-geography/S01001172,S01001172,6315,1170,726,662,415,701,719
http://statistics.gov.scot/id/statistical-geography/S01001173,S01001173,3034,1627,1631,1568,216,1035,1216
http://statistics.gov.scot/id/statistical-geography/S01001174,S01001174,5705,1032,917,453,181,957,756
http://statistics.gov.scot/id/statistical-geography/S01001175,S01001175,2907,484,1296,945,202,465,631
http://statistics.gov.scot/id/statistical-geography/S01001176,S01001176,3099,2380,1929,1678,2729,3142,2389
http://statistics.gov.scot/id/statistical-geography/S01001177,S01001177,4431,2263,1221,556,1066,908,1070
http://statistics.gov.scot/id/statistical-geography/S01001178,S01001178,3554,2470,1608,1064,3043,2269,1895
http://statistics.gov.scot/id/statistical-geography/S01001179,S01001179,2258,5496,5600,5818,6304,6203,6115
http://statistics.gov.scot/id/statistical-geography/S01001180,S01001180,6117,1051,584,621,323,341,518
http://statistics.gov.scot/id/statistical-geography/S01001181,S01001181,3103,5308,5116,5486,5696,5671,5877
http://statistics.gov.scot/id/statistical-geography/S01001182,S01001182,4221,1628,1201,1311,678,1773,1425
http://statistics.gov.scot/id/statistical-geography/S01001183,S01001183,5294,952,470,476,1038,579,562
http://statistics.gov.scot/id/statistical-geography/S01001184,S01001184,6186,5078,3636,3864,4212,3881,4620
http://statistics.gov.scot/id/statistical-geography/S01001185,S01001185,2735,6156,4261,4414,6277,6371,5638
http://statistics.gov.scot/id/statistical-geography/S01001186,S01001186,2243,4373,4786,5007,5575,5451,5237
http://statistics.gov.scot/id/statistical-geography/S01001187,S01001187,3162,587,1052,553,208,852,673
http://statistics.gov.scot/id/statistical-geography/S01001188,S01001188,5940,762,600,340,417,993,640
http://statistics.gov.scot/id/statistical-geography/S01001189,S01001189,2697,3683,2451,2020,3175,2199,2528
http://statistics.gov.scot/id/statistical-geography/S01001190,S01001190,2825,5767,5523,5500,6448,6406,6232
http://statistics.gov.scot/id/statistical-geography/S01001191,S01001191,4776,1413,1174,769,540,1712,1241
http://statistics.gov.scot/id/statistical-geography/S01001192,S01001192,5666,1166,169,260,774,485,353
http://statistics.gov.scot/id/statistical-geography/S01001193,S01001193,4258,4475,4418,5056,4676,5309,5364
http://statistics.gov.scot/id/statistical-geography/S01001194,S01001194,1512,5459,4957,3263,6038,5680,5026
http://statistics.gov.scot/id/statistical-geography/S01001195,S01001195,4614,2652,2003,1747,1155,3179,2474
http://statistics.gov.scot/id/statistical-geography/S01001196,S01001196,6281,1356,1310,793,669,1008,1121
http://statistics.gov.scot/id/statistical-geography/S01001197,S01001197,3424,948,780,704,270,1393,848
http://statistics.gov.scot/id/statistical-geography/S01001198,S01001198,2915,754,1372,1385,232,1392,1101
http://statistics.gov.scot/id/statistical-geography/S01001199,S01001199,4844,582,949,2160,84,885,856
http://statistics.gov.scot/id/statistical-geography/S01001200,S01001200,3941,420,223,436,730,220,238
http://statistics.gov.scot/id/statistical-geography/S01001201,S01001201,4022,1518,614,944,769,1110,885
http://statistics.gov.scot/id/statistical-geography/S01001202,S01001202,3154,908,1453,817,543,813,920
http://statistics.gov.scot/id/statistical-geography/S01001203,S01001203,5290,1371,754,673,312,675,709
http://statistics.gov.scot/id/statistical-geography/S01001204,S01001204,1182,5318,4753,5432,6261,5768,5257
