http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,Access To Services,Education Skills And Training,Employment,Health,Housing,Income,SIMD
http://statistics.gov.scot/id/statistical-geography/S01002658,Abbey Parks & Brucefield North West,5232,5466,3370,2849,3038,3778,4145
http://statistics.gov.scot/id/statistical-geography/S01002649,Abbeyview Central,2424,1248,1842,2611,1597,1014,1448
http://statistics.gov.scot/id/statistical-geography/S01002656,Abbeyview East,1538,669,870,967,632,882,692
http://statistics.gov.scot/id/statistical-geography/S01002633,Abbeyview Linburn,1361,2815,3555,4254,3296,4872,3864
http://statistics.gov.scot/id/statistical-geography/S01002655,Abbeyview North,1927,417,649,1611,1193,643,617
http://statistics.gov.scot/id/statistical-geography/S01002645,Abbeyview South East,2009,1316,1573,2077,836,2521,1696
http://statistics.gov.scot/id/statistical-geography/S01002651,Abbeyview West,4120,1651,2102,3386,2389,1891,2221
http://statistics.gov.scot/id/statistical-geography/S01002614,Aberdour,4591,5567,5349,5309,5500,5262,6032
http://statistics.gov.scot/id/statistical-geography/S01006163,Aberfoyle & Kinlochard,129,5024,5045,4381,3886,5120,4002
http://statistics.gov.scot/id/statistical-geography/S01002856,Aberhill,5527,1264,460,1766,2228,1049,953
http://statistics.gov.scot/id/statistical-geography/S01004234,"Aberlour Gardens, Bridgehaugh, Bridgend, Ballochford and Cabrach",309,4773,5687,5395,4016,4867,4493
http://statistics.gov.scot/id/statistical-geography/S01002597,Admiralty Central,5660,1140,3187,2373,3855,3168,2932
http://statistics.gov.scot/id/statistical-geography/S01002601,Admiralty North,4894,2919,3028,2421,2867,3358,3349
http://statistics.gov.scot/id/statistical-geography/S01002599,Admiralty North East,4666,2056,3692,2933,3835,4009,3762
http://statistics.gov.scot/id/statistical-geography/S01002591,Admiralty South,3867,1300,2217,1979,4195,3600,2572
http://statistics.gov.scot/id/statistical-geography/S01002593,Admiralty South East,4125,893,2730,3580,2864,3026,2664
http://statistics.gov.scot/id/statistical-geography/S01002592,Admiralty South West,3810,2340,2993,2685,4095,3730,3371
http://statistics.gov.scot/id/statistical-geography/S01002937,Anstruther,5931,4776,4033,5631,3329,3731,4866
http://statistics.gov.scot/id/statistical-geography/S01002940,Anstruther East & Cellardyke,3121,4127,2301,3909,3810,3081,3287
http://statistics.gov.scot/id/statistical-geography/S01002933,Anstruther South West,5676,3393,4298,4336,3061,3769,4489
http://statistics.gov.scot/id/statistical-geography/S01002938,Anstruther West,5630,3228,2615,2818,2333,1839,2675
http://statistics.gov.scot/id/statistical-geography/S01006153,Arnprior & Ruskie,391,5905,6313,5093,3472,5617,5047
http://statistics.gov.scot/id/statistical-geography/S01004245,"Auchinroath, Newlands, Orton and Nether Ringorm",488,4423,3967,3781,3478,3913,3572
http://statistics.gov.scot/id/statistical-geography/S01002868,Auchmuty East,4361,1219,886,1209,2997,910,1038
http://statistics.gov.scot/id/statistical-geography/S01002876,Auchmuty North West,4684,909,1656,2054,3017,981,1409
http://statistics.gov.scot/id/statistical-geography/S01002866,Auchmuty West,3829,870,1216,1483,2207,924,1112
http://statistics.gov.scot/id/statistical-geography/S01002812,Auchterderran Landward,2720,3374,2173,3323,4100,4356,3385
http://statistics.gov.scot/id/statistical-geography/S01002961,Auchtermuchty East,6360,4443,4803,3974,5383,3229,4746
http://statistics.gov.scot/id/statistical-geography/S01002963,Auchtermuchty West,4946,2668,3198,2347,4036,2978,3277
http://statistics.gov.scot/id/statistical-geography/S01002695,Auchtertool,529,4738,4238,4914,4551,3360,3749
http://statistics.gov.scot/id/statistical-geography/S01002925,Balbirnie,1124,3323,3355,3741,3498,2280,2870
http://statistics.gov.scot/id/statistical-geography/S01002679,Baldridgeburn North,4232,2602,1458,1763,2545,1935,1915
http://statistics.gov.scot/id/statistical-geography/S01002673,Baldridgeburn South,2828,3422,2416,1139,4622,3394,2705
http://statistics.gov.scot/id/statistical-geography/S01002927,Balfarg,1539,2912,1185,2397,3909,1239,1528
http://statistics.gov.scot/id/statistical-geography/S01006080,Balfron Central,6130,4864,4243,4309,5076,4481,5167
http://statistics.gov.scot/id/statistical-geography/S01006072,Balfron South & Ballikinrain,424,5710,5864,4772,5641,5691,5032
http://statistics.gov.scot/id/statistical-geography/S01006091,"Balfron West, North & Station",688,6397,5917,6037,6031,5699,5579
http://statistics.gov.scot/id/statistical-geography/S01002932,Balgeddie North,747,4343,5999,5585,6006,6033,5341
http://statistics.gov.scot/id/statistical-geography/S01002820,Ballingry Central,5345,303,969,2350,2206,423,728
http://statistics.gov.scot/id/statistical-geography/S01002822,Ballingry East,5024,337,752,1787,2486,791,803
http://statistics.gov.scot/id/statistical-geography/S01002817,Ballingry South,4708,655,657,1795,2503,1045,948
http://statistics.gov.scot/id/statistical-geography/S01002819,Ballingry West,4721,318,408,1422,2981,306,468
http://statistics.gov.scot/id/statistical-geography/S01003010,Balmullo North,928,5807,6260,5319,5280,5683,5599
http://statistics.gov.scot/id/statistical-geography/S01003006,Balmullo South,1298,4859,5729,5085,5225,5060,5217
http://statistics.gov.scot/id/statistical-geography/S01004256,"Balnageith, Whiterow and Knockomie",1258,3216,3816,5515,3148,3612,3779
http://statistics.gov.scot/id/statistical-geography/S01006088,Bannockburn East,2153,4285,4634,5322,4885,5210,5091
http://statistics.gov.scot/id/statistical-geography/S01006089,Bannockburn North-west,4497,3492,2714,2551,3918,3155,3310
http://statistics.gov.scot/id/statistical-geography/S01006085,Bannockburn South,3747,3187,4111,3336,5707,3832,4188
http://statistics.gov.scot/id/statistical-geography/S01006087,Bannockburn West,4305,2311,2992,2085,5032,3438,3205
http://statistics.gov.scot/id/statistical-geography/S01006167,"Barbush, Ashfield, Kinbuck",485,5793,5439,4988,5255,5525,4963
http://statistics.gov.scot/id/statistical-geography/S01004262,"Barnhill, Mains of Burgie, Kellas,",83,4199,4365,5752,3260,3434,3249
http://statistics.gov.scot/id/statistical-geography/S01002372,Barvas to Borve,454,4015,2686,4757,3910,2087,2539
http://statistics.gov.scot/id/statistical-geography/S01004326,Bauds of Cullen,912,3701,4382,5673,5976,4249,4308
http://statistics.gov.scot/id/statistical-geography/S01002715,Beath South West,3413,1267,1591,2488,3661,2211,1942
http://statistics.gov.scot/id/statistical-geography/S01002707,Beath Woodend,3755,822,1721,3525,3422,1622,1769
http://statistics.gov.scot/id/statistical-geography/S01002691,Bellyeoman North,3151,5313,5543,5923,6363,4882,5855
http://statistics.gov.scot/id/statistical-geography/S01002681,Bellyeoman South,3096,2715,4132,4147,5244,3654,4074
http://statistics.gov.scot/id/statistical-geography/S01002676,Bellyeoman South West,4833,4851,3893,2922,5771,3900,4455
http://statistics.gov.scot/id/statistical-geography/S01002732,Bennochy Balfour,5436,3355,3913,3809,2589,3242,3993
http://statistics.gov.scot/id/statistical-geography/S01002737,Bennochy East,5959,4968,4257,4317,3635,4439,5076
http://statistics.gov.scot/id/statistical-geography/S01002741,Bennochy North,4958,4568,4015,3936,3762,4240,4701
http://statistics.gov.scot/id/statistical-geography/S01002731,Bennochy South West,2892,2563,2439,2424,3396,2244,2492
http://statistics.gov.scot/id/statistical-geography/S01002738,Bennochy West,5264,2401,2602,4050,4653,2182,2982
http://statistics.gov.scot/id/statistical-geography/S01004281,"Berryhillock, Milton, Kirkton of Deskford and Craibstone",760,4067,3738,4450,4803,3084,3474
http://statistics.gov.scot/id/statistical-geography/S01002669,Berrylaw,4222,4843,3383,3831,3414,3693,4167
http://statistics.gov.scot/id/statistical-geography/S01002689,Beveridgewell East,1823,5686,5996,5852,6237,6418,6183
http://statistics.gov.scot/id/statistical-geography/S01002688,Beveridgewell West,1391,4948,5692,6230,6023,6473,5928
http://statistics.gov.scot/id/statistical-geography/S01002693,Beveridgewell Western & Parkneuk,1591,4143,4667,5043,6296,5934,5165
http://statistics.gov.scot/id/statistical-geography/S01002768,Blackcraigs & West Torbain,2252,1857,3324,3081,3065,4089,3305
http://statistics.gov.scot/id/statistical-geography/S01002792,Blairadam & Loch Glow,1839,3486,2896,2944,5234,4044,3496
http://statistics.gov.scot/id/statistical-geography/S01002708,Blairhall and Landward,642,1268,1916,2901,2626,3196,1988
http://statistics.gov.scot/id/statistical-geography/S01004274,"Blinkbonny, Dyke, Mains Of Moy, Cloddymoss and Kintessack",402,5330,4269,5342,4504,3430,3807
http://statistics.gov.scot/id/statistical-geography/S01002964,Boarhills & Kingsbarns,259,4263,4277,5464,3405,3714,3597
http://statistics.gov.scot/id/statistical-geography/S01006098,Borestone East,4673,2464,2017,2285,4405,2504,2555
http://statistics.gov.scot/id/statistical-geography/S01006096,Borestone West,3827,1113,1546,1350,969,1826,1499
http://statistics.gov.scot/id/statistical-geography/S01002974,"Bow of Fife, Tarvit & Balgarvie",436,5715,4438,4555,2144,3772,3792
http://statistics.gov.scot/id/statistical-geography/S01002808,Bowhill East,6036,1005,1355,2299,2874,812,1295
http://statistics.gov.scot/id/statistical-geography/S01002807,Bowhill West,6094,1244,1097,1632,2497,1207,1344
http://statistics.gov.scot/id/statistical-geography/S01002804,Bowhill and Dundonald,5309,1884,2029,2221,2380,3053,2554
http://statistics.gov.scot/id/statistical-geography/S01006114,Braehead North,1969,3146,1548,2105,2583,2367,2060
http://statistics.gov.scot/id/statistical-geography/S01006111,Braehead South,1577,2096,2343,2819,4357,4232,2907
http://statistics.gov.scot/id/statistical-geography/S01002370,Bragar to Bru,296,3347,2287,3020,2995,1169,1653
http://statistics.gov.scot/id/statistical-geography/S01006144,Bridge of Allan (Cornton Road),2730,6047,4167,5555,5804,6024,5661
http://statistics.gov.scot/id/statistical-geography/S01006145,Bridge of Allan (Lyon Cres & Strathallan Park),4047,4253,4783,5434,3898,3436,4738
http://statistics.gov.scot/id/statistical-geography/S01006152,Bridge of Allan (Westerton & Glen),2087,6477,6334,6302,6319,6452,6407
http://statistics.gov.scot/id/statistical-geography/S01006147,Bridge of Allan Central,5883,6138,4960,4712,2704,4662,5568
http://statistics.gov.scot/id/statistical-geography/S01006146,Bridge of Allan East,2889,6496,6362,6223,5899,6195,6437
http://statistics.gov.scot/id/statistical-geography/S01006148,Bridge of Allan South West,1997,4557,4593,3807,5368,4333,4588
http://statistics.gov.scot/id/statistical-geography/S01006173,Brig o'Turk & Strathyre,184,5066,4839,4177,5075,4736,3982
http://statistics.gov.scot/id/statistical-geography/S01002910,Broom North,1353,1525,936,3106,4216,819,1128
http://statistics.gov.scot/id/statistical-geography/S01002901,Broom South,2216,826,2355,4246,4639,2806,2407
http://statistics.gov.scot/id/statistical-geography/S01002677,Broomhead,2950,2507,1662,2052,2677,2167,2053
http://statistics.gov.scot/id/statistical-geography/S01006103,Broomridge (Archers & Wishart),1231,4727,5228,4187,3907,6115,5103
http://statistics.gov.scot/id/statistical-geography/S01006101,Broomridge (Broom Road South),2747,2388,1490,2426,3269,1566,1791
http://statistics.gov.scot/id/statistical-geography/S01006099,Broomridge (Claymore & Balquhidderock),726,4491,5593,5471,6066,6369,5318
http://statistics.gov.scot/id/statistical-geography/S01006095,Broomridge East & Bannockburn North,1206,4390,5130,4410,5027,4495,4641
http://statistics.gov.scot/id/statistical-geography/S01006112,Broomridge North & Millhall,1273,5047,4516,5940,3327,5554,5000
http://statistics.gov.scot/id/statistical-geography/S01002652,Brucefield North,4355,5030,4764,4345,4889,5266,5468
http://statistics.gov.scot/id/statistical-geography/S01002642,Brucefield South,6148,2140,1951,1304,4039,2681,2352
http://statistics.gov.scot/id/statistical-geography/S01002643,Brucefield South West,6187,1793,1121,1486,4989,1676,1652
http://statistics.gov.scot/id/statistical-geography/S01002646,Brucefield West,6124,3194,3685,4104,2961,3912,4271
http://statistics.gov.scot/id/statistical-geography/S01006129,Buchlyvie,2442,4752,4445,3748,3820,5089,4797
http://statistics.gov.scot/id/statistical-geography/S01002829,Buckhaven & Muiredge North East,4328,1262,539,2097,3655,1753,1244
http://statistics.gov.scot/id/statistical-geography/S01002826,Buckhaven & Muiredge North West,4725,1457,1203,2503,3524,1786,1724
http://statistics.gov.scot/id/statistical-geography/S01002825,Buckhaven & Muiredge South East,5981,1984,958,1501,3385,1073,1337
http://statistics.gov.scot/id/statistical-geography/S01002823,Buckhaven & Muiredge South West,3870,1355,560,1020,3467,524,700
http://statistics.gov.scot/id/statistical-geography/S01004320,Buckie Buckpool,5704,2858,3726,3403,4137,2773,3690
http://statistics.gov.scot/id/statistical-geography/S01004323,Buckie Central,3856,3105,3050,3228,4459,3132,3477
http://statistics.gov.scot/id/statistical-geography/S01004318,Buckie Letterfourie,5319,2000,3149,4508,3355,2664,3324
http://statistics.gov.scot/id/statistical-geography/S01004321,Buckie Millbank,2233,1805,2691,3821,2223,2014,2403
http://statistics.gov.scot/id/statistical-geography/S01004325,Buckie Seatown,5174,3583,3992,4475,4640,3984,4596
http://statistics.gov.scot/id/statistical-geography/S01004324,Buckie Stripeside,1857,1741,2685,3364,3120,2028,2338
http://statistics.gov.scot/id/statistical-geography/S01004322,Buckie The Yardie,6110,2480,3206,4346,4658,3627,3959
http://statistics.gov.scot/id/statistical-geography/S01004336,Burghead,4266,3076,3996,4429,4207,3176,4038
http://statistics.gov.scot/id/statistical-geography/S01002630,Burntisland Central,4820,3424,3062,2977,3495,2875,3418
http://statistics.gov.scot/id/statistical-geography/S01002618,Burntisland Docks,3763,1917,816,1923,2954,668,1047
http://statistics.gov.scot/id/statistical-geography/S01002635,Burntisland East,2076,5660,4037,4554,5474,5597,5095
http://statistics.gov.scot/id/statistical-geography/S01002640,Burntisland East Toll,3813,4840,4911,5187,4356,5409,5598
http://statistics.gov.scot/id/statistical-geography/S01002620,Burntisland Links,5292,5171,1631,2430,2084,1982,2441
http://statistics.gov.scot/id/statistical-geography/S01002636,Burntisland Meadowfield,4143,3935,3969,4442,4518,3580,4377
http://statistics.gov.scot/id/statistical-geography/S01002644,Burntisland Nether Grange,2006,5021,3042,3718,5023,3536,3774
http://statistics.gov.scot/id/statistical-geography/S01002662,Burntisland North and Orrock,2363,2058,2833,3410,2719,4096,3213
http://statistics.gov.scot/id/statistical-geography/S01002914,Cadham,1471,2451,1570,2613,2033,1085,1511
http://statistics.gov.scot/id/statistical-geography/S01002906,Cadham South & Queensway North,1466,2637,2511,3290,3381,1959,2359
http://statistics.gov.scot/id/statistical-geography/S01002628,Cairneyhill East,3305,4979,5711,5457,6016,5692,6054
http://statistics.gov.scot/id/statistical-geography/S01002641,Cairneyhill North,2476,4522,4817,4876,6147,5175,5241
http://statistics.gov.scot/id/statistical-geography/S01002631,Cairneyhill West,2581,4735,5636,5208,5632,5805,5832
http://statistics.gov.scot/id/statistical-geography/S01006172,Callander (Bracklinn & Drumvaich),626,2807,4462,4012,2854,4042,3566
http://statistics.gov.scot/id/statistical-geography/S01006171,Callander (Central),5840,3944,3655,3293,3449,3594,4143
http://statistics.gov.scot/id/statistical-geography/S01006168,Callander (Lagrannoch & Cambusmore),2184,3270,3145,3732,5332,2918,3368
http://statistics.gov.scot/id/statistical-geography/S01006170,"Callander (Leny, Bridgend & Mollands)",3831,5895,5059,5037,5668,4602,5587
http://statistics.gov.scot/id/statistical-geography/S01006116,Cambusbarron East & Torbex West,1710,6036,5802,6446,6204,6052,6133
http://statistics.gov.scot/id/statistical-geography/S01006122,Cambusbarron North & Touch,881,6008,4160,5520,5838,4786,4706
http://statistics.gov.scot/id/statistical-geography/S01006078,Cambusbarron South & Carron Valley,444,5636,4035,5568,4927,4670,4265
http://statistics.gov.scot/id/statistical-geography/S01006117,Cambusbarron West,4028,3800,3132,3982,4897,3001,3739
http://statistics.gov.scot/id/statistical-geography/S01002885,Cameron Bridge & Duniface,2162,3814,3407,4515,4955,4895,4335
http://statistics.gov.scot/id/statistical-geography/S01002985,Canongate,4892,6012,6152,5173,6081,6214,6444
http://statistics.gov.scot/id/statistical-geography/S01002787,Capshard & Fair Isle North,3921,3515,3689,3960,5227,3037,3904
http://statistics.gov.scot/id/statistical-geography/S01006067,Carbeth & Mugdock,832,6013,5371,6377,5872,5224,5329
http://statistics.gov.scot/id/statistical-geography/S01002805,Cardenden East,4173,3097,1202,2045,4931,1730,1896
http://statistics.gov.scot/id/statistical-geography/S01002801,Cardenden West,3534,888,575,1676,2755,1556,1055
http://statistics.gov.scot/id/statistical-geography/S01002369,Carloway to Shawbost,237,3937,1884,3749,2761,1417,1713
http://statistics.gov.scot/id/statistical-geography/S01002671,Carnegie Drive,4615,3894,3429,2590,2348,3591,3725
http://statistics.gov.scot/id/statistical-geography/S01002697,Carnock,2658,3870,4524,4422,4787,4700,4765
http://statistics.gov.scot/id/statistical-geography/S01002860,Caskieberran East,1031,3624,2924,3537,4240,2546,2859
http://statistics.gov.scot/id/statistical-geography/S01002861,Caskieberran West,921,3239,3572,3365,3760,3312,3216
http://statistics.gov.scot/id/statistical-geography/S01006138,Causewayhead Central & South,2749,5941,4997,4733,5834,5884,5793
http://statistics.gov.scot/id/statistical-geography/S01006143,Causewayhead East,3898,6227,6106,4640,5920,6064,6331
http://statistics.gov.scot/id/statistical-geography/S01006142,Causewayhead North,2115,4708,5075,4239,6283,6128,5456
http://statistics.gov.scot/id/statistical-geography/S01002356,Central Stornoway,5687,4818,2256,1353,4371,2673,2858
http://statistics.gov.scot/id/statistical-geography/S01002960,Ceres East & Pitscottie,450,5168,4975,5206,5214,4646,4473
http://statistics.gov.scot/id/statistical-geography/S01002788,Chapel,2536,3147,4093,3892,5142,4632,4359
http://statistics.gov.scot/id/statistical-geography/S01002781,Chapelhill & Torbain,2669,2293,3075,3376,2620,2671,2920
http://statistics.gov.scot/id/statistical-geography/S01002612,Charlestown & Bellknowes,2127,5065,5037,5521,5404,5179,5390
http://statistics.gov.scot/id/statistical-geography/S01004239,Charlestown of Aberlour,3805,5245,5231,4983,4417,4594,5440
http://statistics.gov.scot/id/statistical-geography/S01006079,"Chartershall, Pirnhall & Auchenbowie",2667,2628,1559,3763,3222,2637,2421
http://statistics.gov.scot/id/statistical-geography/S01003000,Clayton and Clatto,754,5791,6128,6125,4410,5375,5408
http://statistics.gov.scot/id/statistical-geography/S01002806,Cluny,2781,2351,3606,2496,3829,3076,3190
http://statistics.gov.scot/id/statistical-geography/S01002846,Coaltown of Balgonie,3134,3028,3699,3029,4984,3848,3861
http://statistics.gov.scot/id/statistical-geography/S01002810,Coaltown of Wemyss & Thornton East,1310,2559,2106,3857,2388,2559,2416
http://statistics.gov.scot/id/statistical-geography/S01002924,"Colinsburgh, Kilconquhar & Balcormo",702,4609,4330,4893,4834,4034,4102
http://statistics.gov.scot/id/statistical-geography/S01002368,Coll to Back,344,4355,3671,4819,5276,3419,3416
http://statistics.gov.scot/id/statistical-geography/S01002967,Collessie & Pitmedden Landward,628,5259,4838,4959,4235,4787,4535
http://statistics.gov.scot/id/statistical-geography/S01002934,Collydean North,1179,2943,2248,3480,4636,1892,2298
http://statistics.gov.scot/id/statistical-geography/S01002919,Collydean South,1968,1790,1364,1552,2418,679,1108
http://statistics.gov.scot/id/statistical-geography/S01002926,Collydean South West,1115,2889,2221,3696,4049,1360,2021
http://statistics.gov.scot/id/statistical-geography/S01006121,Colquhoun & Springkerse,2079,1893,2425,1801,3993,3884,2662
http://statistics.gov.scot/id/statistical-geography/S01002702,Comrie East,4216,1698,853,2196,2544,1407,1396
http://statistics.gov.scot/id/statistical-geography/S01002701,Comrie West,1069,5133,4695,5751,6330,6263,5340
http://statistics.gov.scot/id/statistical-geography/S01006141,Cornton Centre & West,3497,1365,1722,718,2404,1576,1437
http://statistics.gov.scot/id/statistical-geography/S01006137,Cornton South,3971,2471,2807,1928,766,1571,2087
http://statistics.gov.scot/id/statistical-geography/S01006139,Cornton South-West,4747,821,826,1367,2680,759,910
http://statistics.gov.scot/id/statistical-geography/S01002936,Coul,1072,5467,5547,5861,6499,5977,5644
http://statistics.gov.scot/id/statistical-geography/S01002361,Coulegrain to Stenish,2268,3875,3055,3257,3352,3124,3356
http://statistics.gov.scot/id/statistical-geography/S01002723,Cowdenbeath Central,4795,2167,837,1990,4683,2378,1763
http://statistics.gov.scot/id/statistical-geography/S01002736,Cowdenbeath Foulford,2533,3511,2762,3359,4857,4124,3657
http://statistics.gov.scot/id/statistical-geography/S01002740,Cowdenbeath Glenfield,3691,5072,4808,5400,6236,6324,6023
http://statistics.gov.scot/id/statistical-geography/S01002728,Cowdenbeath North,6024,4161,2673,3133,3821,4012,3914
http://statistics.gov.scot/id/statistical-geography/S01002734,Cowdenbeath North East,5181,2335,1407,2321,3913,2170,2133
http://statistics.gov.scot/id/statistical-geography/S01002725,Cowdenbeath North West,2995,2992,2392,2610,4023,3838,3159
http://statistics.gov.scot/id/statistical-geography/S01002718,Cowdenbeath South,3970,1785,1415,1749,3171,1136,1500
http://statistics.gov.scot/id/statistical-geography/S01002721,Cowdenbeath South East,5050,1561,1061,2500,2666,998,1372
http://statistics.gov.scot/id/statistical-geography/S01002719,Cowdenbeath South West,2716,1281,2198,2712,2240,2798,2279
http://statistics.gov.scot/id/statistical-geography/S01006084,Cowie North,3035,1587,3547,2852,1821,2643,2767
http://statistics.gov.scot/id/statistical-geography/S01006082,Cowie South,2971,1073,1676,1668,3269,1048,1367
http://statistics.gov.scot/id/statistical-geography/S01002686,Craigencalt & Pitteadie,2588,5627,3625,3891,5191,5201,4777
http://statistics.gov.scot/id/statistical-geography/S01002769,Craigmount & Greenloanings,3584,2727,3008,3753,3579,3243,3434
http://statistics.gov.scot/id/statistical-geography/S01002959,Craigrothie & Ceres West,1176,4934,5151,5370,5080,4898,4997
http://statistics.gov.scot/id/statistical-geography/S01002951,Crail North,1263,5569,4741,4887,5800,5373,5105
http://statistics.gov.scot/id/statistical-geography/S01002953,Crail South & Fife Ness,1435,4128,4611,4614,4564,4180,4411
http://statistics.gov.scot/id/statistical-geography/S01006081,"Croftamie, Buchanan & Balmaha",304,5323,5656,4996,5025,4377,4402
http://statistics.gov.scot/id/statistical-geography/S01002615,Crombie,1193,4336,3282,3665,4810,4410,3834
http://statistics.gov.scot/id/statistical-geography/S01002627,Crossford South,2554,5238,5652,5892,5747,6293,6151
http://statistics.gov.scot/id/statistical-geography/S01002650,Crossford West,4858,5910,6170,4945,5864,6083,6406
http://statistics.gov.scot/id/statistical-geography/S01002696,Crossgates North,4694,2295,2961,3682,3598,3432,3480
http://statistics.gov.scot/id/statistical-geography/S01002698,Crossgates North East,4113,2752,3753,3947,5039,3776,4075
http://statistics.gov.scot/id/statistical-geography/S01002648,Crossgates Southern & Annfield,2156,3781,4483,4890,5009,5139,4873
http://statistics.gov.scot/id/statistical-geography/S01002813,Crosshill & Lochore South,5262,716,648,1302,3392,1126,968
http://statistics.gov.scot/id/statistical-geography/S01004329,Cullen South,4513,5202,4776,4052,5398,4149,5107
http://statistics.gov.scot/id/statistical-geography/S01004331,Cullen Waterfront,3123,4089,3701,4206,3736,3909,4217
http://statistics.gov.scot/id/statistical-geography/S01002668,Culross East,1496,3545,3516,3777,2794,4134,3704
http://statistics.gov.scot/id/statistical-geography/S01002683,Culross West & Tulliallan,1903,3544,2222,3702,4394,2975,2952
http://statistics.gov.scot/id/statistical-geography/S01006105,Cultenhove North & Wordie Road,3249,3029,1754,2671,5086,1853,2252
http://statistics.gov.scot/id/statistical-geography/S01006100,Cultenhove South,4239,937,283,1360,2077,272,451
http://statistics.gov.scot/id/statistical-geography/S01004330,Cummingston and Roseisle,1389,3737,4230,5489,4664,4545,4450
http://statistics.gov.scot/id/statistical-geography/S01002978,Cupar East,3275,5367,4957,5111,5915,4808,5473
http://statistics.gov.scot/id/statistical-geography/S01002977,Cupar North,5234,5188,4366,3609,5098,5166,5279
http://statistics.gov.scot/id/statistical-geography/S01002976,Cupar North West,4075,2534,1747,1237,2435,794,1418
http://statistics.gov.scot/id/statistical-geography/S01002979,Cupar Northern,3819,3309,4080,4490,5197,4750,4716
http://statistics.gov.scot/id/statistical-geography/S01002971,Cupar South East,2726,5862,5755,5696,5811,6042,6198
http://statistics.gov.scot/id/statistical-geography/S01002969,Cupar South South East,1700,5708,5855,6192,6425,5629,5965
http://statistics.gov.scot/id/statistical-geography/S01002972,Cupar South West,5667,3400,2564,2322,3787,2846,3125
http://statistics.gov.scot/id/statistical-geography/S01002975,Cupar West,6001,5004,3623,3324,3959,2636,3929
http://statistics.gov.scot/id/statistical-geography/S01002973,Cupar Westfield,3408,6118,5550,5171,5702,5002,5914
http://statistics.gov.scot/id/statistical-geography/S01002970,Cupar Westfield South,1935,5689,6007,4241,6092,5648,5732
http://statistics.gov.scot/id/statistical-geography/S01002988,Dairsie & Kemback,640,6044,5352,4972,3849,5144,4892
http://statistics.gov.scot/id/statistical-geography/S01002590,Dalgety Bay East,2419,5996,6207,5640,6402,6119,6290
http://statistics.gov.scot/id/statistical-geography/S01002578,Dalgety Bay South East,1396,6294,6304,6135,6408,6459,6258
http://statistics.gov.scot/id/statistical-geography/S01002587,Dalgety Bogend Wood,1570,4206,5386,4671,6111,5233,5139
http://statistics.gov.scot/id/statistical-geography/S01002604,Dalgety Crow Hill,629,5357,5956,5473,6275,5670,5312
http://statistics.gov.scot/id/statistical-geography/S01002608,Dalgety Donibristle & Hillend,917,4327,5470,4871,4378,4966,4789
http://statistics.gov.scot/id/statistical-geography/S01002602,Dalgety Donibristle South,1720,3207,4115,3669,4469,4977,4240
http://statistics.gov.scot/id/statistical-geography/S01002594,Dalgety Letham Hill,2542,3552,6321,6084,6396,6157,6056
http://statistics.gov.scot/id/statistical-geography/S01002600,Dalgety Letham Hill North,2246,5361,6158,5743,5733,6284,6213
http://statistics.gov.scot/id/statistical-geography/S01002581,Dalgety Letham Hill South,2196,4893,6455,6414,6485,6477,6332
http://statistics.gov.scot/id/statistical-geography/S01002588,Dalgety Longhill Park,1843,5365,5582,4889,5931,5403,5557
http://statistics.gov.scot/id/statistical-geography/S01002586,Dalgety Preston & Letham Hill,1021,2640,2765,4316,4363,3985,3223
http://statistics.gov.scot/id/statistical-geography/S01002596,Dalgety Ross Plantation,1741,5428,4919,5778,6255,5602,5532
http://statistics.gov.scot/id/statistical-geography/S01002576,Dalgety St Davids Clump,932,6045,5432,5796,5272,5749,5458
http://statistics.gov.scot/id/statistical-geography/S01002579,Dalgety Steeple Clump,1493,4192,5930,5468,6097,4298,5068
http://statistics.gov.scot/id/statistical-geography/S01004242,"Dallas, Logie and Beachans",117,3989,4134,6081,3406,4460,3596
http://statistics.gov.scot/id/statistical-geography/S01004241,Dandaleith and Craigellachie,1019,4980,5420,4827,3127,4890,4814
http://statistics.gov.scot/id/statistical-geography/S01006164,Deanston,1000,3698,4814,4527,3032,2453,3456
http://statistics.gov.scot/id/statistical-geography/S01002834,Denbeath Birds,3568,953,1055,2142,3050,1487,1366
http://statistics.gov.scot/id/statistical-geography/S01002835,Denbeath North,4659,1095,1795,1776,3056,2079,1869
http://statistics.gov.scot/id/statistical-geography/S01002830,Denbeath South,5350,2269,602,1649,3002,1846,1419
http://statistics.gov.scot/id/statistical-geography/S01006169,"Doune East, Buchany & Argaty",938,5033,4945,4517,4128,5147,4733
http://statistics.gov.scot/id/statistical-geography/S01006162,Doune West,3525,6055,4283,5575,6168,5235,5613
http://statistics.gov.scot/id/statistical-geography/S01006083,Drymen,3596,5616,3864,5275,4620,4388,4976
http://statistics.gov.scot/id/statistical-geography/S01004237,Dufftown Central,5134,4157,3816,4787,4532,4396,4820
http://statistics.gov.scot/id/statistical-geography/S01004236,"Dufftown, Kirkton of Mortlach",5795,3928,4044,3990,4895,3684,4548
http://statistics.gov.scot/id/statistical-geography/S01004334,"Duffus, Muirton, Salterhill and Covesea",814,6185,6379,6427,5768,6360,6027
http://statistics.gov.scot/id/statistical-geography/S01002622,Duloch & Pitreavie,1224,5882,5428,6306,6227,5915,5771
